time,flux
2.891441873956342988e+03,1.001328110694885254e+00
2.891443262866002897e+03,1.000909447669982910e+00
2.891444651775661441e+03,1.002526164054870605e+00
2.891446040684856598e+03,1.001734256744384766e+00
2.891447429594516962e+03,1.000801563262939453e+00
2.891448818504175961e+03,1.001229524612426758e+00
2.891450207413370208e+03,1.001353979110717551e+00
2.891451596323028753e+03,1.002066969871520774e+00
2.891452985232687297e+03,1.001540422439575195e+00
2.891454374141881999e+03,1.001582503318786621e+00
2.891455763051542363e+03,1.000748276710510254e+00
2.891457151961201362e+03,1.001274466514587402e+00
2.891458540870395609e+03,1.001176476478576660e+00
2.891459929780054608e+03,1.000902414321899414e+00
2.891461318689249310e+03,1.000994682312011497e+00
2.891462707598909674e+03,1.001168847084045410e+00
2.891464096508568673e+03,1.001211404800415039e+00
2.891465485417762011e+03,1.000369071960449219e+00
2.891466874327421010e+03,1.001175522804260254e+00
2.891468263236614348e+03,1.000784516334533691e+00
2.891469652146274711e+03,1.000389218330383301e+00
2.891471041055469414e+03,1.001470565795898438e+00
2.891472429965128413e+03,1.000764131546020508e+00
2.891473818874322205e+03,1.001589298248291016e+00
2.891475207783981659e+03,1.000577211380004883e+00
2.891476596693176361e+03,1.000990986824035645e+00
2.891477985602835815e+03,1.000305175781250000e+00
2.891479374512029153e+03,1.001926422119140625e+00
2.891480763421688152e+03,1.000159263610839844e+00
2.891482152330882400e+03,1.000258088111877441e+00
2.891483541240541399e+03,1.000718951225280762e+00
2.891484930149736101e+03,1.001214861869812012e+00
2.891486319059396465e+03,1.000928401947021484e+00
2.891487707968589802e+03,9.994112849235534668e-01
2.891489096878249711e+03,1.001406431198119895e+00
2.891490485787443049e+03,1.001344323158263938e+00
2.891491874696637296e+03,9.987685680389404297e-01
2.891493263606295841e+03,1.000373005867004395e+00
2.891494652515490543e+03,1.000846266746520774e+00
2.891496041425149542e+03,9.995629787445068359e-01
2.891497430334343790e+03,1.000250816345214844e+00
2.891498819243537127e+03,9.995210170745848499e-01
2.891500208153197491e+03,1.000341653823852317e+00
2.891501597062392193e+03,9.991295337677001953e-01
2.891502985971585531e+03,9.995279908180236816e-01
2.891504374881245440e+03,1.001076579093933105e+00
2.891505763790438323e+03,9.998692870140076794e-01
2.891507152699632115e+03,1.000769019126892090e+00
2.891508541609292024e+03,9.990943074226380505e-01
2.891509930518486271e+03,9.999507665634156384e-01
2.891511319427679609e+03,9.994401335716247559e-01
