time,flux
1.956509248213640831e+03,2.336334466934204102e+00
1.956510637096855135e+03,2.371651411056518555e+00
1.956512025980061935e+03,2.347610950469970703e+00
1.956513414863268736e+03,2.326836109161376953e+00
1.956514803746475536e+03,2.277100801467895508e+00
1.956516192629689613e+03,2.262158393859863281e+00
1.956517581512895958e+03,2.258377790451049805e+00
1.956518970396102759e+03,2.267351150512695312e+00
1.956520359279308877e+03,2.243906974792480469e+00
1.956521748162514768e+03,2.229931831359863281e+00
1.956523137045728845e+03,2.277856588363647017e+00
1.956524525928935645e+03,2.288360834121704102e+00
1.956525914812142446e+03,2.262948989868164062e+00
1.956527303695356068e+03,2.325764656066894531e+00
1.956528692578562868e+03,2.353047609329223633e+00
1.956530081461769669e+03,2.336789846420288086e+00
1.956531470344976469e+03,2.352548599243164062e+00
1.956532859228190318e+03,2.382417678833007812e+00
1.956534248111397119e+03,2.362694263458251953e+00
1.956535636994603692e+03,2.382667779922485352e+00
1.956537025877817541e+03,2.371539592742919922e+00
1.956538414761024342e+03,2.372833728790283203e+00
1.956539803644231142e+03,2.387794256210327148e+00
1.956541192527445219e+03,2.366119146347045454e+00
1.956542581410651565e+03,2.345559597015380859e+00
1.956543970293858365e+03,2.344020366668701172e+00
1.956545359177072896e+03,2.339085817337036133e+00
1.956546748060279242e+03,2.340302944183349609e+00
1.956548136943492864e+03,2.303959846496582031e+00
1.956549525826699892e+03,2.315586566925048828e+00
1.956550914709906465e+03,2.336737155914306197e+00
1.956552303593120314e+03,2.349490404129028320e+00
1.956553692476327114e+03,2.334759712219238281e+00
1.956555081359541191e+03,2.321570158004760742e+00
1.956556470242747309e+03,2.282311439514160156e+00
1.956557859125960704e+03,2.320189237594604492e+00
1.956559248009167277e+03,2.321655273437500000e+00
1.956560636892381126e+03,2.327301979064941406e+00
1.956562025775587927e+03,2.314227819442748579e+00
1.956563414658802003e+03,2.327270984649658203e+00
1.956564803542016080e+03,2.361587762832641602e+00
1.956566192425223107e+03,2.361948728561401367e+00
1.956567581308437639e+03,2.359236001968383789e+00
1.956568970191651943e+03,2.393594264984130859e+00
1.956570359074858743e+03,2.344667673110961914e+00
1.956571747958072365e+03,2.364329814910888672e+00
1.956573136841286441e+03,2.373748540878295898e+00
1.956574525724492332e+03,2.373800992965698242e+00
1.956575914607705954e+03,2.386936902999877930e+00
1.956577303490920031e+03,2.321052074432372603e+00
1.956578692374133652e+03,2.366456747055053711e+00
1.956580081257347501e+03,2.320366144180297407e+00
1.956581470140554302e+03,2.304225921630859375e+00
1.956582859023768833e+03,2.247559547424316406e+00
1.956584247906982455e+03,2.258789777755737305e+00
1.956585636790196304e+03,2.243927955627441406e+00
1.956587025673410380e+03,2.222821474075317383e+00
1.956588414556624457e+03,2.227453947067260742e+00
1.956589803439838306e+03,2.282678842544555664e+00
1.956591192323052383e+03,2.266506671905517578e+00
1.956592581206265550e+03,2.234477043151855025e+00
1.956593970089478717e+03,2.245402336120605469e+00
1.956595358972693703e+03,2.285046339035034180e+00
1.956596747855915510e+03,2.251049757003784180e+00
1.956598136739129131e+03,2.229249477386474609e+00
1.956599525622343208e+03,2.201642036437987837e+00
1.956600914505557512e+03,2.188751935958862305e+00
1.956602303388771134e+03,2.129660606384277344e+00
